username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
HealthFdn,The Health Foundation is an independent charity committed to bringing about better health and health care for people in the UK.,"London, UK",7232,93124,17309,2010-04-06 09:57:29,2020-11-13 16:04:33,0,"NEW ANALYSIS: The NHS is likely to face a hidden backlog of unmet care needs, as the numbers of people being referred for routine hospital care fell drastically this year due to #COVID19. 

Read more: https://t.co/uO1UBEFi8A https://t.co/62T5kseYob","[{'text': 'COVID19', 'indices': [178, 186]}]"
stevekrohn,Website Performance ✦ Security ✦ Engagement ✦ Profitability Analysis ✦ Maximize Organic Traffic ✦ SEO ✦ Google Analytics Optimization ✦ Website Development,United States,26730,94159,597896,2012-03-31 20:03:36,2020-11-13 16:04:32,0,6 Tips for In-Person Networking During the Covid-19 Era https://t.co/dPuMhikDvF https://t.co/uo0CzA8gVP,[]
SMFree3,迎新中國聯邦來臨，為世界各民族人民融洽民主自由而奮鬥。,,247,76,1153,2020-10-25 10:23:44,2020-11-13 16:04:32,1928,"Covid-19?   

It is not nearly as frightening as Biden/Harris-20.",[]
MysticMysts,Nature and animal lover.  Love my two rescue pups. I am  fighting to bring better Angels to our Democracy. No DM's. Married. #INFJ #Resist,,4342,1854,40597,2012-10-06 12:54:05,2020-11-13 16:04:32,1760,"As politically partisan a speech as I’ve ever seen from a justice: arrogant , tendentious, and sloppy.  Alito condemned COVID-19 restrictions, marriage equality, abortion rights, and five sitting Democratic senators.  https://t.co/5Z3Z51Iu0X",[]
AndersonCheri,Mother feminist information specialist liberal librarian researcher techy crafter home chef,"Indianapolis, IN",189,224,62061,2011-10-06 00:27:56,2020-11-13 16:04:32,3415,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
dfspidell,Line Producer/UPM in Los Angeles - Indie Features and single camera Television,Los Angeles,707,343,3892,2009-03-16 16:34:11,2020-11-13 16:04:32,21388,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
NoSacredCow60,"Lefty (handed and leaning), skeptic, atheist, dudeist priest, cat-dad
Democratic Socialism = Ethical Capitalism 
#RESIST #BLM
I/Me/Him/He
Stay Away From Me 😷",Left of Center Floriduh,5898,5497,50514,2014-05-03 13:18:08,2020-11-13 16:04:32,2,"4 days into the first cruise in the Caribbean, at least 5 people have tested positive for COVID. Gee, who could have predicted that?
https://t.co/ba6ydLcTz7",[]
NeilAndrews65,"Dad to Mel, Greg, Brighton, Noah & Elijah. Hlohlo's lobster ❤
Sportscaster
29 yrs at Supersport.
Founder of Clocking the Gallop (YouTube)
Professional MC",Johannesburg,48,16408,15045,2011-02-01 09:21:07,2020-11-13 16:04:32,3,Mohamed Salah tests positive for #COVID19. https://t.co/fescLzpZ4K,"[{'text': 'COVID19', 'indices': [53, 61]}]"
kevens,"🎼Musician ,🎤 Singer, 📝 Songwriter with a message for all: Positivity is a Necessity ® #Kēvens #VotingForMyAmerica #endracism4life #endgunviolence4life",Miami,784,12918,47342,2009-03-10 16:02:59,2020-11-13 16:04:32,0,"@UNICEFSupply @UNICEF @paho There is no cure for COVID-19 yet. For your protection and mine, let’s all wear face masks in public and practice safe distancing. Caring for others is patriotic, do your duty.  
Freedom, Positivity, Humanity. ⬇️
https://t.co/IeJ5gPo78v",[]
District_8Frank,#Missouri  #mo8,"Missouri, USA",519,291,313,2020-02-19 00:25:21,2020-11-13 16:04:32,0,"@senatemajldr BREAKING
COVID-19 IS KILLING 

SUPER SPREADER 
TRUMP ADMINISTRATION

PEOPLE ARE SUFFERING &amp; DYING
244,000 DEAD
#WearAMask
#WearAMaskSaveALife
#WearADamnMask 
Masks are Pro Life! https://t.co/pRqZf1TIWs","[{'text': 'WearAMask', 'indices': [129, 139]}, {'text': 'WearAMaskSaveALife', 'indices': [140, 159]}, {'text': 'WearADamnMask', 'indices': [160, 174]}]"
mcvay_katie,,"Iowa, USA",172,348,13620,2012-12-23 04:29:59,2020-11-13 16:04:32,91,"Virus update: 
• U.S. states retreat, reimpose restrictions as virus rages.
• Schools in big states give up on in-person classes.
• Virus deaths in Massachusetts pass 10,000.
• Diwali festival in India raises COVID-19 fears.

Follow all @AP coverage: https://t.co/vIKg2yXRrS",[]
Ajwad_Shamin,Hak adalah Hak. #ManUtd. #PBNS. #UitmFC #KrigerUtd,Celah K,665,699,68192,2011-04-28 11:23:53,2020-11-13 16:04:32,80,BREAKING: The Egyptian FA confirms Liverpool winger Mohamad Salah has tested positive for COVID-19. https://t.co/T3T6GcQpeY,[]
JazzaleaMia,"Singer/Songwriter Love to draw, Knit, Take pictures, Write. Love the earth, Animals, Be in nature. #VoteBlue Resist. #Climate #FamiliesBelongTogether #Awareness",,18278,18334,12560,2012-10-24 10:45:24,2020-11-13 16:04:31,3415,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
DanaSan68018976,I like a President who Unites..not divides,,473,182,3945,2020-09-23 20:35:44,2020-11-13 16:04:31,4,WHAT the GOP is asking Americans for donations??  After Trump and the GOP held up the second stimulus check to Americans..put many in food lines no jobs unemployment lines COVID 19 test lines families loosing loved ones ..AND YOU ASK US FOR DONATIONS...🙄NO NO NO,[]
galaxy4b,"...„Zveket metronoma. Ima u mom životu nekoliko nenarušivih radosti: ne ići u gimnaziju, probuditi se ne u Moskvi 1919. godine i – ne čuti metronom.“...",,5725,6546,81827,2011-09-04 13:21:16,2020-11-13 16:04:31,49,#BREAKING Liverpool's Salah tests positive for Covid-19: Egypt federation https://t.co/vI7L9VC06A,"[{'text': 'BREAKING', 'indices': [9, 18]}]"
KOCODillon,Oklahoma Capitol + courts (+ COVID) reporter @koconews 🏛⚖️ • News tips? DM or Signal (405) 265-8642 • UGA alum 🐶 • South FL native • Opinions mine,Oklahoma City,1094,6572,17607,2019-01-15 14:58:02,2020-11-13 16:04:31,2,"Mayor Breea Clark says this week the city extended COVID-19 ordinances, including the mask mandate, through March 1, 2021",[]
UMN_Pharmacy,"The only pharmacy school in MN, offering programs on the Twin Cities and Duluth campuses. We are ranked #3 among all colleges of pharmacy in the country.",Minnesota,904,2522,3077,2009-10-13 14:12:49,2020-11-13 16:04:31,0,"We applaud the news that #independentpharmacies will be included in #COVID19 vaccination, along with chain #pharmacies. This provides much wider access for rural communities and other underserved patients. https://t.co/4ZAU7BZv6u","[{'text': 'independentpharmacies', 'indices': [45, 67]}, {'text': 'COVID19', 'indices': [88, 96]}, {'text': 'pharmacies', 'indices': [127, 138]}]"
saraflocks,"Labor, health care & tax policy, tech, future of work(ers), cats.","Sacramento, CA",2606,1871,6972,2009-07-24 23:03:51,2020-11-13 16:04:31,2,"Read this: 

The most precious resource our health-care system has in the struggle against COVID-19 isn’t some miracle drug. It’s the expertise of its healthcare workers &amp; they're exhausted. 

Patients will die because doctors &amp; nurses will burn out. 
https://t.co/n5kmG3SeQY",[]
LinLuna_,☠️,Bangtan Universe ,646,798,56077,2009-07-20 17:16:29,2020-11-13 16:04:31,60,I don’t mean to overshare but two of my dad’s siblings died from COVID-19 last week. They live in Ghana. Please mask up. It is not a hoax. You might live (with complications) but someone you love won’t.,[]
patron_sailor,I don't know why I told that doctor my dream. We had just met. We might have become friends.,"Providence, RI",703,1784,23765,2007-08-20 13:50:01,2020-11-13 16:04:31,0,"My husband had contact with a coworker who later tested positive for Covid-19, so now we're both quarantined for the time being— from the public and also from each other.

This sucks.",[]
Holatung,Hacker | Journalist | @Microsoft Certified | Delegate @UNDataForum 2018  | Finalist @BudgITng #AccountforCovid Hack | Lead @iConceptMedia1,Kuala Lumpur Federal Territory,1585,565,2526,2011-07-21 04:29:19,2020-11-13 16:04:31,0,"Account4Covid: Taking stock of the socio-economic and political impact of COVID-19 in Africa https://t.co/gLzrmSgdWQ 

#Account4Covid","[{'text': 'Account4Covid', 'indices': [119, 133]}]"
sayakangaikutan,Akun buat sambat,Saya dimana,3288,4969,2262,2009-09-26 03:30:06,2020-11-13 16:04:30,2602,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
howardwsmith58,,"Bethesda, MD",22,10,259,2015-10-24 22:53:35,2020-11-13 16:04:30,3,"Our CEO Willy Walker recently spoke at JMP Securities' Financial Services and Real Estate Conference and was joined by Ivan Kaufman, CEO of Arbor Realty Trust.

They provided timely #insights on the state of #multifamily lending and #servicing in the #COVID environment.

#CRE https://t.co/FXhzHZblY9",[]
mal_sofastaii,@WMAR2News Reporter/Anchor • Investigative Journalist • Cat Enthusiast • Have a story idea/consumer issue? -- mallory@wmar.com #MatterForMallory,"Baltimore, MD",2723,2844,8497,2009-05-15 15:51:41,2020-11-13 16:04:30,1,"NEW 11/13: @MDHealthDept is reporting 161,769 confirmed cases of #COVIDー19 in #Maryland
+1,869 cases since yesterday
+12 new deaths since yesterday; 4,124 total deaths
+51 change in hospitalizations; 914 total 
+9 change in ICU beds
5.87% positivity rate
@wmar2news #Coronavirus https://t.co/8FGVna5lBp","[{'text': 'COVIDー19', 'indices': [65, 74]}, {'text': 'Maryland', 'indices': [78, 87]}, {'text': 'Coronavirus', 'indices': [266, 278]}]"
DFSH8150,,"Colorado, USA",20,1,474,2017-10-06 21:51:43,2020-11-13 16:04:30,0,"ANOTHER 1,172 Americans died from COVID-19 yesterday. 
ANOTHER 153,000 Americans were infected with COVID-19 yesterday. 
And President Trump will play golf all weekend! What lies will your dad be telling about COVID today, Donny?
#WeAreNotRoundingTheCornerOnCOVID","[{'text': 'WeAreNotRoundingTheCornerOnCOVID', 'indices': [230, 263]}]"
salutcielsx,dissimulada | @luvu3thousnd ❤️,,915,1153,80042,2014-06-16 05:15:40,2020-11-13 16:04:30,90,President Bolsonaro calls Brazil 'a country of f--gots' while downplaying COVID-19 in new homophobic comment https://t.co/vDqGIWuPC0,[]
Naveedk89057790,,,54,18,1787,2020-05-27 06:22:45,2020-11-13 16:04:30,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
wttw,Chicago's PBS station,"Chicago, Illinois",3513,69651,56525,2008-11-24 21:54:01,2020-11-13 16:04:30,15,"The city's test positivity is 14.5%, per @ChiPublicHealth. 7 days ago, it was 11.1%.

There are 2,008 confirmed cases of COVID-19 per day in Chicago, on average, up 40% in a week.

An average of 8 Chicagoans died every day this week from the virus, up from 6 last week.",[]
LeenaLintunen,Working @StoraEnso #paper. Interested in #history & the #future but would rather be #dancing.,"Helsinki, Finland",376,245,5193,2009-03-31 13:03:12,2020-11-13 16:04:30,0,How paper is helping to fight Covid-19 https://t.co/NlB3MIpmcK] # via @BBC_Future,[]
areuokayMichael,,,519,522,96575,2014-12-21 01:13:32,2020-11-13 16:04:30,4098,A small wedding in Maine: 177 infected with COVID. 7 dead. https://t.co/uec45VbUhv,[]
_samuelfurlan,,"Florianópolis, Brasil",82,1,2,2020-09-27 19:27:30,2020-11-13 16:04:30,90,President Bolsonaro calls Brazil 'a country of f--gots' while downplaying COVID-19 in new homophobic comment https://t.co/vDqGIWuPC0,[]
Ciarraiabu2,Sick of lies,,1425,145,4087,2020-02-14 23:02:52,2020-11-13 16:04:30,3,"Mohamed Salah has tested positive for Covid-19 in another blow for Liverpool

👉 https://t.co/vpxLInpONA https://t.co/aM9BHxMgNP",[]
Abdulkareemara3,‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏| مزاج قلندرانہ | ادا دلبرانہ | گفتگو قہقہانہ | فہم عارفانہ | نظر شاطرانہ | رویہ جارحانہ | دلیل فلسفانہ |,"Ankara, Türkiye",275,78,482,2017-02-01 17:31:20,2020-11-13 16:04:30,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
CrazyRodman,Icussalot and I’m poor,"Springhill,Ks.",132,73,18172,2011-10-04 15:55:15,2020-11-13 16:04:30,3415,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
behe_2020,,"Langley, British Columbia",106,24,6119,2020-10-26 17:38:44,2020-11-13 16:04:30,3415,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
MeAdnanSiddiqui,"Social Worker for Humanity. Interested in Politics.
I Believe in Equality Fraternity Liberty & Justice.","Mumbai, India",1709,1426,51834,2016-10-04 19:50:00,2020-11-13 16:04:30,54,"#COVID19 lesson 2⃣
Universal social protection, universal health coverage, and other basic services are not luxuries, they are essentials.","[{'text': 'COVID19', 'indices': [15, 23]}]"
kaylamc1,"Producer, @NBCNews Southern US Region
Learning to become a better tweeter ;-)","Dallas, TX",383,107,130,2009-05-29 19:23:55,2020-11-13 16:04:30,2,And to think about 1 in 6 of those #Covid patients are in El Paso. https://t.co/YkX0TRJUMz,"[{'text': 'Covid', 'indices': [55, 61]}]"
ZacharyLinhares,"Photojournalist, journalist, and foodie. Contributor for @beacon_news, UMKC Communication Studies/Journalism 2019. IG @zlinharess. Available for assignment.","Kansas City, MO",1157,1123,30339,2011-06-03 20:49:02,2020-11-13 16:04:29,4098,A small wedding in Maine: 177 infected with COVID. 7 dead. https://t.co/uec45VbUhv,[]
JoeBiden_Harris,All about Joe Biden and Kamala Harris,Karachi,7,105,11578,2011-02-01 12:19:09,2020-11-13 16:04:29,0,"WASHINGTON  — President Donald Trump has publicly disengaged from the battle towards the covid-19 at a second when the illness is tearing throughout the U.S. at an alarming tempo. Not
https://t.co/JYjtujsquq https://t.co/rBet8G8vms",[]
Bewickwren,Wx spotter; CoCoRaHS; community emergency; Firewise; Project Feederwatch; dog rescue; gardening; cross-cultural | português | español | français | русский,New Mexico USA,6964,9604,191351,2010-05-17 02:44:28,2020-11-13 16:04:29,0,"This COVID-19 US Event Risk Assessment Planning Tool is excellent. Don’t guess, be informed of the current facts. 

#Risk
#Assessment 
#COVID19 https://t.co/c3omAERr8X","[{'text': 'Risk', 'indices': [116, 121]}, {'text': 'Assessment', 'indices': [122, 133]}, {'text': 'COVID19', 'indices': [135, 143]}]"
StrontianDog,SD Agent Uilleann Ceannadach on the outskirts of the Milton Keynes mutant ghetto. Blocked by Frankie Boyle (lol). Crass 'n' irreverent #FBSI,"Aylesbury, England",1729,852,16802,2014-06-10 13:15:44,2020-11-13 16:04:29,14,"Super-spreading:

Only 55 people attended the Aug. 7 reception at the Big Moose Inn in Millinocket. But one of those guests arrived with a coronavirus infection. Over the next 38 days, the virus spread to 176 other people. Seven of them died. https://t.co/s2ectPc2Lu",[]
dlynndhaem,Never really interested in the daily political world until 45. MAGA is a cult. PROUD TO BE A MICHIGAN NURSE. Sparty Nation,"Williamston, MI",4992,2867,45373,2014-12-10 17:15:28,2020-11-13 16:04:29,3415,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
